idade;faixa_idade;genero;cor/raca/etnia;pcd;estado_onde_mora;uf_onde_mora;nivel_ensino;area_formacao;situacao_atual_trabalho;setor;gestor;cargo_gestor;cargo_atual;nivel;faixa_salarial;experiencia_dados;participou_entrevista;forma_de_trabalho#0;linguagem_mais_utiliza;linguagem_mais_gosta;referencia
31;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;FALSE;;Analytics Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
;55+;Masculino;Preta;Não;Minas Gerais (MG);MG;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% presencial;;;2022
38;35-39;Masculino;Parda;Não;Minas Gerais (MG);MG;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Automotivo;FALSE;;Analista de Dados/Data Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% remoto;;;2022
48;45-49;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;TRUE;Team Leader/Tech Leader;;;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
28;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
27;25-29;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;FALSE;;Outra Opção;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Não tenho experiência na área de dados;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido com dias fixos de trabalho presencial;;;2022
26;25-29;Feminino;Branca;Sim;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
33;30-34;Masculino;Parda;Não;Mato Grosso (MT);MT;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Indústria;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% presencial;;;2022
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outra opção;Empregado (CLT);Outra Opção;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
39;35-39;Masculino;Parda;Não;São Paulo (SP);SP;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;TRUE;Sócio ou C-level (CEO, CDO, CIO, CTO etc);;;Acima de R$ 40.001/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
31;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Entretenimento ou Esportes;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Varejo;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido com dias fixos de trabalho presencial;;;2022
43;40-44;Masculino;Branca;Não;Bahia (BA);BA;Doutorado ou Phd;Química / Física;Servidor Público;Educação;TRUE;Team Leader/Tech Leader;;;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Cientista de Dados/Data Scientist;Sênior;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
44;40-44;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Ciências Sociais;Empregado (CLT);Internet/Ecommerce;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;TRUE;Supervisor/Coordenador;;;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
43;40-44;Masculino;Branca;Não;;;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Setor Público;TRUE;Supervisor/Coordenador;;;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2022
34;30-34;Masculino;Indígena;Não;Santa Catarina (SC);SC;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;FALSE;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2022
32;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
48;45-49;Masculino;Branca;Não;Paraná (PR);PR;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
29;25-29;Feminino;Amarela;Não;Paraná (PR);PR;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Somente Estudante (pós-graduação);;;;;;;;;;;;2022
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Analytics Engineer;Sênior;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
33;30-34;Feminino;Branca;Sim;São Paulo (SP);SP;Graduação/Bacharelado;Outra opção;Empregado (CLT);Outra Opção;FALSE;;Cientista de Dados/Data Scientist;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
26;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Indústria;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
50;50-54;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;TRUE;Supervisor/Coordenador;;;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
28;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;FALSE;;Cientista de Dados/Data Scientist;Pleno;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% remoto;;;2022
22;22-24;Masculino;Parda;Não;Espírito Santo (ES);ES;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
31;30-34;Feminino;Parda;Não;Paraná (PR);PR;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Indústria;FALSE;;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
37;35-39;Feminino;Branca;Não;Paraná (PR);PR;Pós-graduação;Outras Engenharias;Estagiário;Área de Consultoria;FALSE;;Analista de Suporte/Analista Técnico;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Python;Python;2022
30;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ;Mestrado;Química / Física;Empregado (CLT);Área de Consultoria;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
36;35-39;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;FALSE;;Outra Opção;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
;55+;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Freelancer;Setor Imobiliário/ Construção Civil;FALSE;;Outra Opção;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;Não utiliza programação;Python;2022
40;40-44;Masculino;Amarela;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;FALSE;;Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
51;50-54;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;FALSE;;Analista de BI/BI Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% remoto;;;2022
27;25-29;Masculino;Parda;Não;Pernambuco (PE);PE;Pós-graduação;Outras Engenharias;Empregado (CLT);Área de Consultoria;TRUE;Team Leader/Tech Leader;;;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;TRUE;Supervisor/Coordenador;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outra opção;Empregado (CLT);Outra Opção;FALSE;;Analista de BI/BI Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empreendedor ou Empregado (CNPJ);Setor Automotivo;TRUE;Gerente/Head;;;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
31;30-34;Feminino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Somente Estudante (pós-graduação);;;;;;;;;;;;2022
26;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Outra opção;Empregado (CLT);Internet/Ecommerce;FALSE;;Outra Opção;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Não tenho experiência na área de dados;Sim, fui aprovado e mudei de emprego;Modelo 100% presencial;;;2022
31;30-34;Feminino;Preta;Não;;;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado e não estou buscando recolocação;;;;;;;;;;;;2022
44;40-44;Masculino;Amarela;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
28;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC;Estudante de Graduação;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Indústria;TRUE;Gerente/Head;;;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% presencial;;;2022
33;30-34;Masculino;Parda;Não;;;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Finanças ou Bancos;FALSE;;Analista de Dados/Data Analyst;Sênior;de R$ 30.001/mês a R$ 40.000/mês;de 4 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
39;35-39;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Outra opção;Empregado (CLT);Setor Farmaceutico;FALSE;;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 4 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Ciências Sociais;Empregado (CLT);Seguros ou Previdência;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% remoto;;;2022
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Área da Saúde;TRUE;Gerente/Head;;;de R$ 16.001/mês a R$ 20.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
31;30-34;Masculino;Branca;Não;Paraná (PR);PR;Pós-graduação;Outras Engenharias;Empregado (CLT);Indústria;FALSE;;Engenheiro de Machine Learning/ML Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
20;17-21;Masculino;Parda;Não;São Paulo (SP);SP;Estudante de Graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Internet/Ecommerce;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2022
25;25-29;Masculino;Preta;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Indústria;FALSE;;Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
24;22-24;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Indústria;FALSE;;Analytics Engineer;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
30;30-34;Feminino;Outra;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outra opção;Desempregado, buscando recolocação;;;;;;;;;;;;2022
27;25-29;Masculino;Preta;Não;Paraná (PR);PR;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo 100% presencial;;;2022
26;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Setor de Energia;FALSE;;Analista de BI/BI Analyst;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2022
22;22-24;Masculino;Parda;Não;Paraíba (PB);PB;Estudante de Graduação;Outras Engenharias;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;2022
;55+;Masculino;Preta;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Setor Público;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2022
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Área de Consultoria;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
37;35-39;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ;Mestrado;Outra opção;Servidor Público;Setor Público;TRUE;Supervisor/Coordenador;;;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;TRUE;Gerente/Head;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Seguros ou Previdência;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
